# n_burst,    0,    64,   512,  1514
        1,   15,    20,    20,    20
        4,   15,    90,    80,    80
        8,   15,   100,   100,    96
       16,   16,   154,   156,   155
       24,   15,   220,   230,   200
       32,   15,   320,   300,   289
       40,   15,   275,   285,   285
       48,   15,   230,   245,   250
       56,   15,   590,   585,   585
       64,   15,   330,   255,   360
